"","X1","text"
"599",7608,"expende olor desagradable ratos noche fuerte"
"600",7617,"comoda blanda buen porte u si recomiendo producto"
"601",7619,"u si recomiendo producto"
"602",7620,"recomiendo totalmente cama comoda u si recomiendo producto"
"603",7622,"u si recomiendo producto"
"604",7623,"u si recomiendo producto"
"605",7625,"comodo firme u si recomiendo producto"
"606",7626,"u si recomiendo producto"
"607",7627,"buena cama plaza liviana comoda fasil armar elegante esteticamente u si recomiendo producto"
"608",7639,"buen producto comodo lindo diseno precio excelente tener buen descanso tambien servicio despacho eficiente rapidismo u si recomiendo producto"
"609",7640,"buen producto acorde precio colchon excelente calidad base firme facil armado u si recomiendo producto"
"610",7642,"excelente colchon mejor descanso merecido sufro dolor cronico"
"611",7645,"compre hace meses primera noche suena orillas dura resortes sobresalen dura semana compra di aviso falabella disgusto hacen responsables"
"612",7648,"colchon bueno tan comodo esperaba quizas cosa acostumbrarse venia regalo dos almohadas nunca llegaron"
"613",7651,"imagine mayor comodidad cama casi contrario recomiendo"
"614",7661,"maravillosa comoda llego dia incado ayudo bastante dolor espalda"
