"","X1","X1_1","text","positivo","negativo"
"524",535,7407,"regale padre solo comentarios positivos producto aparte comodidad facil transportar asi acabo comprar habitacion poder disfrutar igual est colchon u si recomiendo producto",1,0
"525",536,7409,"realmente excelente producto si gustan camas ortopedicas u si recomiendo producto",1,0
"526",537,7412,"colchon despues tiempo logre descansar genus confort buen descanso u si recomiendo producto",1,0
"527",538,7413,"comodo cumple todas expectativas u si recomiendo producto",1,0
"528",539,7420,"facil armar llego fecha indicada contratiempos letras chicas u si recomiendo producto",1,0
"529",540,7423,"estupenda comoda firme duermen bien u si recomiendo producto",1,0
"530",541,7426,"mejor compra comoda facil armado llego justo fecha estimada",1,0
"531",542,7428,"reconemiendo q pareja discapacidad q ma acostado q pie colchon fenomenal u si recomiendo producto",1,0
"532",543,7430,"producto acuerdo descripci<f3>n buenas condiciones",1,0
"533",544,7432,"comodo posee buena altura u si recomiendo producto",1,0
"534",545,7434,"buena cama recomendable",1,0
"535",546,7437,"comoda compre oferta mejor decision encanta u si recomiendo producto",1,0
"536",547,7442,"comodo alivio espalda u si recomiendo producto",1,0
"537",548,7443,"comodo ajusta persona u si recomiendo producto",1,0
"538",549,7444,"exelente calidad comodo feliz u si recomiendo producto",1,0
"539",550,7451,"colchon permite buen dormir comodo adaptable u si recomiendo producto",1,0
"540",551,7454,"buena cama bonita comoda lamentable incluya respaldo u si recomiendo producto",1,0
"541",552,7457,"compre oferta excelente decision principio cuesta adaptarse colchon ortopedico acostumbras rapido u si recomiendo producto",1,0
"542",553,7458,"encanto colchon super recomendable u si recomiendo producto",1,0
"543",554,7460,"comodo calidad relacion precio u si recomiendo producto",1,0
"544",555,7461,"comodo supero expectativas relacion precio calidad buenisima hecho calidad encuentro economico u si recomiendo producto",1,0
"545",556,7465,"liviano comodo dormir acuesto quedo zeta exquisito colchon u si recomiendo producto",1,0
"546",557,7466,"facil trasladar comodo resistente adapta bien cuerpo u si recomiendo producto",1,0
"547",558,7476,"buenocomodo cumple expectativas u si recomiendo producto",1,0
"548",559,7478,"comodo vez firme u si recomiendo producto",1,0
"549",560,7482,"excelente producto buena calidad",1,0
"550",561,7484,"excelente producto suave permite dormir comodo saludable reparador sueno encanto u si recomiendo producto",1,0
"551",562,7486,"buena calidad comido llego fecha programada excelente servicio u si recomiendo producto",1,0
"552",563,7492,"excelente calidad comodo dormir u si recomiendo producto",1,0
"553",564,7501,"llevo meses cama base bien resistente hijo salta cama soltado quebrado colchon firme persona estan acostumbradas ortopedicpuede ser duro parte prefiero asi dura ma u si recomiendo producto",1,0
"554",565,7504,"buen colchon anatomico deforma comodo u si recomiendo producto",1,0
"555",566,7505,"comodo duradero mejores dormitorios mismo modelo colchon u si recomiendo producto",1,0
"556",567,7509,"buena calidad producto superficie suave firme ser dura comodo descanso u si recomiendo producto",1,0
"557",568,7510,"excelente producto primera compra cic segura producto buena calidad durabilidad despacho fecha estimada compra facil rapida u si recomiendo producto",1,0
"558",569,7516,"ayer llego cama justo fecha indicada facil armado linda comoda u si recomiendo producto",1,0
"559",570,7518,"comoda feliz compra recomiendo exelente u si recomiendo producto",1,0
"560",571,7519,"pesimo producto horrible base cama mala calidad",0,1
"561",572,7521,"facil armado comoda producto recomendado",1,0
"562",573,7524,"colchon carton pesima calidad",0,1
"563",574,7527,"relleno colchon tan malo sientes resortes incrustandose cuerpo permite descansar menos dormir bienincluso peso colchon das cuenta relleno trae compre mes comprar colchon marca",0,1
"564",575,7528,"perfecto colchon llego promocion almohadas agradecimiento especial jovenes trajeron amables atentos pesar horario",1,0
"565",576,7537,"maravilloso color gris claro demasiado elegante comodo ademas venias bien embalado cero falla",1,0
"566",577,7541,"colchon super comodo recomiendo llego fecha estipulada",1,0
"567",578,7543,"excelente colchon cumple todas expectativas ademas ideal embarazada",1,0
"568",579,7544,"gusto malisimo deforma super rapido llevo par meses recomiendo",0,1
"569",580,7545,"colchon base estan bien compre decia traeria dos ruedas dos patas momento llegar recibi cuatro patas metalicas respaldo bonito inestable queda apariencia quedara suelto",1,0
"570",581,7551,"comodo transportable recomendable u si recomiendo producto",1,0
"571",582,7554,"comodo gusto si quedo corto cama midan comprar ma okay llego dia corresponde asiq recomiendo",1,0
"572",583,7559,"esperado producto have ligero respaldo celadores fragil colchon poca densidad recomiendo",1,0
"573",584,7560,"bastante comodo costo barato ademas beneficio elite enviaron gratis u si recomiendo producto",1,0
"574",585,7561,"conforme producto bueno quitaron ciertos malestares cuerpo pudo haber producto colchon anterior contaba mismas caracteristicas actual u si recomiendo producto",1,0
"575",586,7570,"buen colchon recomendable",1,0
"576",587,7576,"buen producto relacion precio firme ser duro otorga buen descanso supero expectativas iniciales recomiendo",1,0
"577",588,7578,"llevaba dos dias usando cama suena demasiado base",0,1
"578",589,7579,"regale abuela duerme forma comoda cuida familiares tambien hace buena compra u si recomiendo producto",1,0
"579",590,7580,"cambiado noches descanso compra producto dormia mal ahora compre colchon cic duermo bien levanto ma animo pues descaso mejor u si recomiendo producto",1,0
"580",591,7581,"encanto colchon principio encontre duro comodo despierto dolor espalda u si recomiendo producto",1,0
"581",592,7582,"comodo colchon foto notum bien cierre sacar forro cubre colchon asi poder lavarlo",1,0
"582",593,7584,"impresionante tenia tantas esperanzas precio definitivamente supera expectativas importante tener colchon buen descanso muchas veces quisieramos invertir ma realmente corazon recomiendo modelo vi gratamente sorprendida",1,0
"583",594,7589,"producto buena calidad momento dificultad promete confortable sienten resortes densidad colchon buenisima calidad tela tambien deformaciones casi mes uso igual primer dia cic demoro cerca tres dias s traerlo garantia anos cic segun informado pioneta recomiendo buena inversion u si recomiendo producto",1,0
"584",595,7594,"producto buena calidad cumple caracteristicas esperadas u si recomiendo producto",1,0
"585",596,7595,"liviano comodo ahora duermo bien u si recomiendo producto",1,0
"586",597,7601,"encantaria comprarmelo mama mucha falta hace u si recomiendo producto",1,0
"587",598,7607,"comodo bueno espalda ser ma duro convencionales u si recomiendo producto",1,0
"588",599,7608,"expende olor desagradable ratos noche fuerte",1,0
"589",600,7617,"comoda blanda buen porte u si recomiendo producto",1,0
"590",601,7619,"u si recomiendo producto",1,0
"591",602,7620,"recomiendo totalmente cama comoda u si recomiendo producto",1,0
"592",603,7622,"u si recomiendo producto",1,0
"593",604,7623,"u si recomiendo producto",1,0
"594",605,7625,"comodo firme u si recomiendo producto",1,0
"595",606,7626,"u si recomiendo producto",1,0
"596",607,7627,"buena cama plaza liviana comoda fasil armar elegante esteticamente u si recomiendo producto",1,0
"597",608,7639,"buen producto comodo lindo diseno precio excelente tener buen descanso tambien servicio despacho eficiente rapidismo u si recomiendo producto",1,0
"598",609,7640,"buen producto acorde precio colchon excelente calidad base firme facil armado u si recomiendo producto",1,0
"599",610,7642,"excelente colchon mejor descanso merecido sufro dolor cronico",1,0
"600",611,7645,"compre hace meses primera noche suena orillas dura resortes sobresalen dura semana compra di aviso falabella disgusto hacen responsables",0,1
"601",612,7648,"colchon bueno tan comodo esperaba quizas cosa acostumbrarse venia regalo dos almohadas nunca llegaron",1,0
"602",613,7651,"imagine mayor comodidad cama casi contrario recomiendo",0,1
"603",614,7661,"maravillosa comoda llego dia incado ayudo bastante dolor espalda",1,0
