"","id","text","sentimiento"
"526",526,"mido caderas cintura compre talla azul generalmente tiro alto medianamente elasticados quedaron super bien cintura muslos quedaron ajustados solo pantorrillas quedaron sueltos si quieres pantalon suelto estilo mom caderona pantalon si quieres pantalon tan pitillo queden medianamente sueltos recomiendo calce bonito tela gruesa delgada parte probable vaya dando usos u si recomiendo producto",1
"527",527,"u si recomiendo producto",1
"528",528,"colchon cumple todas espectativas bueno comodo espectacular u si recomiendo producto",1
"529",529,"u si recomiendo producto",1
"530",530,"buen producto recomiendo u si recomiendo producto",1
"531",531,"cama suena entera peor compra ano",0
"532",532,"antiguos bueno hace anos atras empeque durito mismo compre hace anos mismo plaza horrible deformado resortes notan despiertas dolor espalda cuanto ideal dure colchon malo ma viejito buen",0
"533",533,"u si recomiendo producto",1
"534",534,"excelente u si recomiendo producto",1
"535",535,"u si recomiendo producto",1
"536",536,"buen producto u si recomiendo producto publicada originalmente sodimaccl",1
"537",537,"u si recomiendo producto",1
"538",538,"tela jeans buena calidad bonitos encantan",1
"539",539,NA,0
"540",540,"excelente producto cumple necesario comprado",1
"541",541,NA,0
"542",542,"u si recomiendo producto",1
"543",543,"desilusionada horno funciono bien meses luego quemadores inferiores dejaron funcionar recomiendo",0
"544",544,NA,0
"545",545,"buen producto esperemos tal comporta meses ma",1
"546",546,"excelente producto feliz compra u si recomiendo producto",1
"547",547,"comienzo satisfecha amplio dos bandejas marzo fallaron barras calentadoras superiores recomiendo",1
"548",548,"u si recomiendo producto",1
"549",549,"bueno calienta parejo forma adecuada lean instrucciones utilizar solicita prenderlo dentro primera vez unico molesta bandeja reja molesta poner producto excelente recomendado u si recomiendo producto",1
"550",550,"u si recomiendo producto",1
"551",551,"pantalon recto bonito mom jean tela gruesa elasticada",1
"552",552,"u si recomiendo producto",1
"553",553,"talla corresponde calce cintura perfecto queda hermoso compre azul elasticado u si recomiendo producto",1
"554",554,"u si recomiendo producto",1
"555",555,"facil limpiar u si recomiendo producto",1
"556",556,"si cumplio expectativas u si recomiendo producto publicada originalmente sodimaccl",1
"557",557,"compre talla menos die comentarios generalmente compre decir modelo have bonito comodo pedi azul llegaron blancos cambie volvieron llegar blancos cuidado talla especificamente",0
"558",558,NA,0
"559",559,"practico u si recomiendo producto",1
"560",560,NA,0
"561",561,"buen producto acorde especificacion comodo",1
"562",562,"u si recomiendo producto",1
"563",563,"compre hace meses buen producto cumple funcion tamano parecido microhondas comun hecho asados problemas unico detalle minutos cumplir tiempo uso seleccionado apaga debe dar poquito ma reloj okay",1
"564",564,"excelente encanto quedado super bien preparaciones facil manejar",1
"565",565,"compre azul negro hace tiempo utilizo forma regular destenido soltado excelente calidad encanta largo tiro comodos combinables u si recomiendo producto",1
"566",566,"compre x comentarios desia buen producto siete meses compra fallo encienden quemadores superiores dise q inoxidable sii oxida mala compra",1
"567",567,"compre aun funciona nuevo totalmente recomendado",1
"568",568,"realmente comodo regalamos padre mayor anos feliz duerme malestar u si recomiendo producto",1
"569",569,"alcanza rapidamente temperatura necesaria encanta u si recomiendo producto",1
"570",570,"buen producto u si recomiendo producto",1
"571",571,"producto acorde precio comodo compre hace meses momento bien reclamos u si recomiendo producto",1
"572",572,"tres meses producto impecable funcionamiento",1
"573",573,"buen horno ideal preparaciones diarias u si recomiendo producto",1
"574",574,"lamentablemente mala calidad menos meses uso sienten resortes espalda base descocio comenzo deteriorarse",0
"575",575,"compre mom tono azul leu comentarios preocupe comentaban quedaba grandes pidieran talla ma pequena probe quedo perfecto pedi talla talla siempre buena calidad relacion precio recomiendo u si recomiendo producto",1
"576",576,"momento excelente hermoso dos hornos wurdenpedimos",1
"577",577,"quedo bien talla indicada solo pierde rapido color aceptable u si recomiendo producto",1
"578",578,"satisfecha horno comodo grande liviano cumple funcion perfeccion cocino pescados caro pan bizcochos forma ovalada fonos permite facilmente cocinar moldes redondos fallado ademas facil limpiar diseno elegante u si recomiendo producto",1
"579",579,"compre jeans azul habia leido ma abajo varias recomendaban pedir talla menos embargo leu unas pocas recomendaban pedir talla habitual usualmente talla veces lamentablemente dia compre talla ma chica asi pedi habia hoy llego jeans decir respecto comodidad tremendamente comodo lamentablemente s<fa>per elasticado seria bueno si lavarlos obvio van dar ma quedaron bastante grandes creo talla habria quedado bien bueno voy achicar todas formas lindo supongo recomiendo tener cuidado tallas u si recomiendo producto",0
"580",580,"excelente calidad problemas u si recomiendo producto",1
"581",581,"buen producto gusto bastante",1
"582",582,"buen tamano excelente diseno unico calienta cocinar alimentos cordon enchufe corto ahora funcionado bien",1
"583",583,"cocino pequena actualmente acomodo primera casa pareja horno funcionado excelente hago pan todas semanas queda excelente caro quedan punto si sigues instrucciones temperaturas tiempos recomendados brownie tortas quedado perfectamente horneados humedos lado hacer horneadas pan mes caro pescado par cosillas dulces consumo energia electrica aumento solo mil peso mama tambien horno anos funcionado perfecto creo comentarios negativos leer instrucciones consiguiente uso apropiado producto debe tener espacio respirar vez dejarlo conectado corriente apagas ventilador haga trabajo u si recomiendo producto",1
"584",584,"facil transportar comoda firme buenisima u si recomiendo producto",1
"585",585,"buenisimo logra mantiene buena temperatura facil usar usa espacio capacidad q precalienta rapido todas funciones basicas necesarias uso domestico todas preparaciones quedan perfectas pan queques bizcochos caro etc totalmente recomendable u si recomiendo producto",1
"586",586,"tal foto talla corresponde tela gruesa u si recomiendo producto",1
"587",587,"buen producto cumple bien fusiones estrellas",1
"588",588,"funcionado increible compre cyberday recomiendo totalmente",1
"589",589,"horno padre funcionaba super bien meses fallaron resistencia superiores cambio somela anos funciona impecable usandolo casi dias",1
"590",590,"u si recomiendo producto",1
"591",591,"bueno horno momento funciona impecable recomendable u si recomiendo producto",1
"592",592,"bueno precio calidad notum diferencia colchones u si recomiendo producto",1
"593",593,"horno espacioso cuenta fondo ovalado hornos traen permite insertar moldes queque torta pizza",1
"594",594,"u si recomiendo producto",1
"595",595,"buen producto varias piezas pequenas venian abolladas incluso pintura",1
"596",596,"excelente calidad practico momento cocinar",1
"597",597,"excelente compra horno espacioso",1
"598",598,"jeans buena calidad comodo vez colores lindos",1
"599",599,"amplio permite utilizar bandejas mismo tiempo facil limpiar buena inversion aproveche mejor recurso",1
"600",600,"madre quedo feliz regalo funciona corresponde espacioso feliz compra",1
"601",601,"compre hace meses fallaron quemadores parte superior",0
"602",602,"tamano adecuado espacios ma reducido bueno fondo caben mejor moldes u si recomiendo producto",1
"603",603,"bueno cuenta bandejas parrilla ademas bandeja residuos excelente ademas fondo ovalado bandejas redondas",1
"604",604,"principio bien luego corto tiempo barras superiores prenden",1
"605",605,"estructura patas calidad regular deben ser reforzadas tornillos extra respaldo bonito queda alto debe hacerse perforaciones nuevas colchon excelente calidad u si recomiendo producto",1
"606",606,"varias bandejas ma limpieza facil mantener limpio buenas perillas regular temperatura encanto u si recomiendo producto",1
"607",607,"buen horno calienta rapido parejo recomiendo u si recomiendo producto",1
"608",608,"compre azul talla probe quedaron ajustados cambie talla ma quedaran tipo mom jeans aproveche comprar negro azules quedaron bien tipo mom jeans negro si quedaron tipo mom jeans ma sueltos osea talla ma grande color azul color azul buena calidad cambio negro pegan pelusas pelos notum",1
"609",609,"excelente horno cumple funciones llego esperado",1
"610",610,"u si recomiendo producto",1
"611",611,"esperaba",0
"612",612,"horno electrico perfecto rapido coccion comidas enamore horno u si recomiendo producto",1
"613",613,"buen producto momento cumple expectativas pan pasteles realizado ademas consume gran cantidad energia recomiendo u si recomiendo producto",1
"614",614,"excelente tamano horno preciso poder cocinar",1
"615",615,"cumple efectivamente funcion compre uso casero bueno u si recomiendo producto",1
"616",616,"tan mom jeans compre talla quedaron justo muslos normalmente si quieren quede mom jeans recomiendo comprar talla ma grande si piernas flaquitas comodos verdad negro llena pelusas",0
"617",617,"gusto bastante facil usar limpiar rapido eficiente u si recomiendo producto",1
"618",618,"gusto colchon esperaba malo servicio despacho robaron almohadas cic solo da aspirina decepcionada deberian hacer bien pega nunca ma vida compro",0
"619",619,"facil utilizar buen producto regalo aniversario cumplio todas expectativas u si recomiendo producto",1
"620",620,"u si recomiendo producto",1
"621",621,"horno util conformes buen tamano regulacion horneado madre acostumbrada horno electricoexcelente u si recomiendo producto",1
"622",622,"liviano firmeza excelente sufro lumbago notado cambio bastante alto comparacion colchon anterior tela suave excelente compra suponia llegaria dias app quinta region demoro dias u si recomiendo producto",1
"623",623,"bueno calienta rapido arrepiento u si recomiendo producto",1
"624",624,"u si recomiendo producto",1
"625",625,"liviano facil manipular buenas opciones cocinar distintas temperaturas modos coccion",1
"626",626,"pedi azul color bello elasticados pedi talla menos uso quedaron bien ma probable den asi si gusta ma apretadito podrian pedir tallas menos mom ma ajustados aun asi lindos u si recomiendo producto",1
"627",627,"pedi pantalon azul talla pedi talla menos recomendaron quedo justo si quieren quede suelto mom pidan talla llegan cintura quedan super bellos u si recomiendo producto",1
"628",628,"u si recomiendo producto",1
"629",629,"precio comparado pro momento dormir adios insomnio ubufefubufefubufefubufefubufef u si recomiendo producto",1
"630",630,"u si recomiendo producto",1
"631",631,"compre hace meses resultado fantastico practico lindo hornea rapido asi usar horno grande tiempo mucha capacidad super recomendable u si recomiendo producto",1
"632",632,"funciona perfecto bastante bueno cumplio expectativas",1
"633",633,"colchon liviano fresco comodo hoy problemas altura precisa sabanas cierre lavar cobertor u si recomiendo producto",1
"634",634,"espacioso calienta rapido excelente producto u si recomiendo producto",1
"635",635,"facil rapido armar comodo mucha firmeza",1
"636",636,"u si recomiendo producto",1
"637",637,"buena calidad tenia marca salio puerta u si recomiendo producto",1
"638",638,"f<e1>cil manipular transportar buen volumen buenos eccesorios u si recomiendo producto",1
"639",639,"pedi talla normal quedo bien azul clarito sale foto azul ma oscuro sinceramente ma lindo foto llega",1
"640",640,"u si recomiendo producto",1
"641",641,"esperaba facil usar limpiar u si recomiendo producto",1
"642",642,"excelente rapido horneado perfecto hago parece pequeno u si recomiendo producto",1
"643",643,"ideal practico u si recomiendo producto",1
"644",644,"talla normal pedi talla quedo perfecto grande ojala ma colores precioso u si recomiendo producto",1
"645",645,"cumple indicado catalogo u si recomiendo producto",1
"646",646,"producto cumple expectativas precio bajo cero problemas ahora",1
"647",647,"u si recomiendo producto",1
"648",648,NA,0
"649",649,"bonitos resaltan caderas hacen ver ancha color lindo tela jeans suave",1
"650",650,"facil uasr cumple queria u si recomiendo producto",1
"651",651,"pueden utilizar dos bandejas rejilla junta q permite ahorro energia u si recomiendo producto",1
"652",652,"recomendado buena calidad u si recomiendo producto",1
"653",653,"buen producto cocina super bien amplio mismo cantidad producto cabe bastante familia amplia u si recomiendo producto",1
"654",654,"ningun problema cama veladores valen pena mala calidad desarman solo recomiendo compren cama veladores pedi cambio aun realizan",1
"655",655,"buen horno tener parte trasera curva permite cocinar queques casi uso horno cocina permite preparar feliz compra u si recomiendo producto",1
"656",656,"celeste tela rigida da elasticado si rigido pone si si elasticado pone u si recomiendo producto",1
"657",657,"diseno rompe esquema cocinafacil manipular excelentesresultados u si recomiendo producto",1
"658",658,"excelente horno cocinar calentar bueno feliz compra u si recomiendo producto",1
"659",659,"compre horno q cambiar dos meses pues fallaron tubos quemadores have parte superior problema cambio dieron nuevo atencion have vendedora cambio excelente mall dominicos",1
"660",660,"esperaba considerando relacion precio calidad facil operar u si recomiendo producto",1
"661",661,"compre mom color negro celeste elasticados dejellevar comentarios quedaron grandes u si recomiendo producto",1
"662",662,"fantastico mejor horneae cosas deliciosas manera facil rapida",1
"663",663,"cama comoda respaldo veladores lindos expectativas superadas contenta compra",1
"664",664,"facil usar color diseno bonito tambien economico momento usar",1
"665",665,"excelente compre oferta cyberday verdad maravilloso facil usar facil limpiar",1
"666",666,"hecho mucha ayuda super comodo mama puede levantarse cama recomiendo totalmente",1
"667",667,"buen producto excelente servicio post venta",1
"668",668,"talla segui comentarios pedi talla menos quedaron bien mom sino pitillo buen calze elasticado igual queda lindo u si recomiendo producto",1
"669",669,"buen producto mejor compre manana inernet retiro tienda pude ir buscar mismo dia tarde",1
"670",670,"excelente compratodas preparaciones qe realizado qedan bien",1
"671",671,"buen producto u si recomiendo producto publicada originalmente sodimaccl",1
"672",672,"encanto horno ademas grande super rapido recomendable",1
"673",673,"adecuo bien necesitades tamano sirvio bastante horneado sale excelente u si recomiendo producto",1
"674",674,"excelente producto recomendando ampliamentefunciona",1
"675",675,"contentos compra horno hogar puede cocinar calentar preparar exquisitos platos pollo pizza postres biscochos facil operar amplio interior incluye bandejas ma parrilla facil limpiar recomiendo u si recomiendo producto",1
"676",676,"excelente producto pan amasado queda maravilloso",1
"677",677,"excelente producto gran capacidad multiple funciones",1
"678",678,"gusto jeans comodo elasticado livianito u si recomiendo producto",1
"679",679,"cumplio expectativas u si recomiendo producto publicada originalmente sodimaccl",1
"680",680,"excelente producto supero expectativas recomiendo cien ciento",1
"681",681,"encanto capacidad practico cuece bien",1
"682",682,"mejor dormir colchon comodo agradable marca cic recomendable u si recomiendo producto",1
"683",683,"buen producto momento ningun problema",1
"684",684,"si menos cintura trasero ideales tiro super alto comodos mido obvio quedan cortos sabia comprarlos jeans grueso elasticado perfecto u si recomiendo producto",1
"685",685,"bonitos comprar talla ma menos negros bonitos tela pegan todas pelusas deben tener cuidado si mascotas gusta andar llenos pelos gata blanca verdad quitando pelos cepillo molesta puede persona si jean bonito vale pena precio pedi despacho gratuito u si recomiendo producto",0
"686",686,"malo mes usarlo dimos cuenta timer quedaba pegado perilla giraba significo quemaran cosas creer time funcionaba logico lleve falabella repararan segun orden cambiaron timer ahora nuevamente ocurre mismo avanza queda pegado horrible paredes calientan exceso ojo ahi ahora tendre llevarlo garantia fabricante pppfff si pueden comprarse calidad haganlo ursus malo hornos demostraron contrario",0
"687",687,"colchon buena calidad recomendado comodo tal have especifica u si recomiendo producto",1
"688",688,"duro solo meses funciona barra abajo mala opcion compra",0
"689",689,"principio maravilloso usabamos manera regular meses fallaron quemadores superiores",0
"690",690,"tercer mes barras superiores dejaron funcionar pena bueno empresa respondio hizo efectiva garantia",0
"691",691,"buen producto aunque tardo mes llegar esbuna buena inversion descansar",1
"692",692,"pesimo producto habia comprado modelo vez dejo calentar parte abajo perdi boleta asi compre mismo modelo ahora apenas pasado mes seis dias caliente parte superior inferior compren buena compra",0
"693",693,"compre hace meses ahora ningun problema funciona super bien encanta bandeja abajo pueda sacar limpiar mejor ma facil u si recomiendo producto",1
"694",694,"compre queria quedara ma suelto usualmente quedo demasiado grande luego cambie x aun asi quedaba grande gusto asi cambie da vez talla quedaron bien incluso entrado tallas grandes u si recomiendo producto",1
"695",695,"facil montar comoda dos base problema subirla escalas u si recomiendo producto",1
"696",696,"lindo elelgante demasiado gtande espacio fisico necesitaba u si recomiendo producto",1
"697",697,"bastante comoda adapta u si recomiendo producto",1
"698",698,"horno compre hace casi ano meses empezo fallar parte superior compre comentarios muchas persona decian marca buena comprar horno falla decepciono",0
"699",699,"buen producto u si recomiendo producto",1
"700",700,"contento horno queda excelente rico muchas gracias",1
"701",701,"cuatro meses uso barras dejaron funcionar lastima embargo buen funciono eficientemente preparaciones masas reposteria",1
"702",702,"livianp bonito cumple super bien funcion calentamiento buen regalo mama u si recomiendo producto",1
"703",703,"color igual foto pedi talk normal jeans quedo bien cintura trasero necesario pedir tallas menos si quieres luzca mom envidiar jeans ma caros u si recomiendo producto",1
"704",704,"fallaron barras superiores dos oportunidades",0
"705",705,"excelente grande maravilloso",1
"706",706,"talla pedi quedo perfecto poquito suelto tipo mom fit ideal persona pitillos quedan apretados pantorrillas quedan super bien piernas anchas tiro alto cm arriba ombligo pedi azul llego identico foto super comodo buena tela modelo megan llego dias",0
"707",707,"comoda facil armar esperaba demoro llegar justo tiempo esperado u si recomiendo producto",1
"708",708,"exelente producto super comodo facil usar limpiar",1
"709",709,"cumple expectativas ideal preparacio comidas horneadas",1
"710",710,"horno fallo primer ano uso quemadores superiores leido comentarios relacion verdad desarme horno descubri primer conector sulfatado desconectado cable corto tira conector limpie alicates aprete nuevamente quedo nuevo u si recomiendo producto",0
"711",711,"encanto blandita vez mantiene forma suave comoda",1
"712",712,"funcionaba bien pasado mes medio prende parte superior decepcion tenia buena impresion marca",0
"713",713,"excelente colchon comodo realmente valio pena compra u si recomiendo producto",1
"714",714,"llego despues mes casi meses llamando dias falabella nadie sabia dar respuesta clara insistir llego menos llego buen problemas lamentablemente pus suerte u si recomiendo producto",0
"715",715,"llego programado funcionado bien u si recomiendo producto",1
"716",716,"u si recomiendo producto",1
"717",717,"compre negro talla quedo grande ma encima compre ayer horrible lleno motas",0
"718",718,"producto buen tamano cumple funcion poder asar quiere usar horno grande sirvio hacer postres creme brule general buen producto unico malo compre precio normal veces baja bastante precio u si recomiendo producto",1
"719",719,"encanto bien ajusta cuerpo u si recomiendo producto",1
"720",720,"excelente producto usar dos bandejas vez hornea rapido util usarlo dia dia u si recomiendo producto",1
"721",721,"encantoooo justo necesitaba espalda completamente recomendado duro colchon acomoda cuerpo recomiendo persona peso puede perder tension u si recomiendo producto",1
"722",722,"malo alcanzo durar meses servicio tecnico atencion pesima ma mes nuevamente echo perder",0
"723",723,"compre hace anos funciona exelente hace calentaba bien patita termo estato q habia soltado primera perilla dentro solo q apretarla listo si alguien pasa u si recomiendo producto",1
"724",724,"horno lindo diseno comodo reservas quedan exquisitas u si recomiendo producto",1
"725",725,"buena capacidad cocer varias cosas vez ideal quincho u si recomiendo producto",1
"726",726,"u si recomiendo producto",1
"727",727,"comodos largo cortos compre color negro pegan todas pelusas puedan imaginar",0
"728",728,"principio funciono bien luego par meses dejaron encender resistencias superiores decepcion considerando precio producto",0
"729",729,"colchon bastante comodo solo recomiendo comprarlo tienda tiempos envio falabella pueden superar mes atraso responden ningun medio momento reclamar",0
"730",730,"maravilloso producto recomendado",1
"731",731,"buen material pedi talla llego talla u si recomiendo producto",1
"732",732,"buen producto solo cable corto demas recomendable",1
"733",733,"buen colchoncomodo liviano recomiendo confianza u si recomiendo producto",1
"734",734,"hago queque biscochos horno electrico funciona esperaba u si recomiendo producto",1
"735",735,"amplio facil usar u si recomiendo producto",1
"736",736,"guie comentarios compre quedo gigante pantalon bonito talla corresponde u si recomiendo producto",1
"737",737,"elegante liviano rapido completo funciones facil lavar si si deberias comprar u si recomiendo producto",1
"738",738,"exelente producto blandito comodo sueno u si recomiendo producto",1
"739",739,"buen horno calienta super rapido parejito mejor u si recomiendo producto",1
"740",740,"horno facil usar encanta quedan comidas rapido optimiza tiempo u si recomiendo producto",1
"741",741,"calidad buenisima coccion pareja regulador automatico temperatura consume demasiada energia mejor valor excelente tres bbb u si recomiendo producto",1
"742",742,"excelente incluso dos bandejas puede cocinar dos cosas ves parece espacioso usarlo demuestra contrario calentar comida excelente gasto consumo limpio u si recomiendo producto",1
"743",743,"colchon cumple die sufro dolor espalda colchon buen dormir u si recomiendo producto",1
"744",744,"u si recomiendo producto",1
"745",745,"excelente compra buen tamano facil manejo rapido u si recomiendo producto",1
"746",746,"jeans tiro alto elasticado talla compre creo talla quedaria ma holgadito aun asi ame tiro queda ombligo mido u si recomiendo producto",1
"747",747,"excelente liviana comoda u si recomiendo producto",1
"748",748,"ma esperaba sistema curvo hace ma concentracion calor alimentos rapida coccion u si recomiendo producto",1
"749",749,"cumple expectativas u si recomiendo producto",1
"750",750,"pantalon lindo segundo lavado comiendo deshilachar abajo bolsillos traseros luego adelante recomiendo bien elasticado",1
"751",751,"buena calidad puedes hornear pan dulces carne pescados facil limpiar recomiendo u si recomiendo producto",1
"752",752,"creo jeans ma comodo sybilla tela gruesa asi ideal epoca calce ma holgado modelo mom jeans asi q si gusta ma ajustado pueden comprar talla menos compre gusta asi ma suelto quedaria bien igual asi depende gusto cada negro ahora compre azul u si recomiendo producto",1
"753",753,"comodos lindos si pidan talla menos quedaron grandes u si recomiendo producto",1
"754",754,"u si recomiendo producto",1
"755",755,"li ia amolda excelente dormir mejor bri da buen descanso u si recomiendo producto",1
"756",756,"u si recomiendo producto",1
"757",757,"colchon hunde pronto base estable",0
"758",758,"horno facil utilizar buena potencia cocciones tipo realidad buena inversion comprarlo llevo ano generado ningun problema recomiendo",1
"759",759,"compre llevo usandolo aprox mes sienten resortes colchon delgado duro estable resortes hacen pierda toda calidad marca",0
"760",760,"u si recomiendo producto",1
"761",761,"pantalon venia sucio cierre roto ademas ninguna etiqueta decilusion",0
"762",762,"u si recomiendo producto",1
"763",763,"facil usar limpiar ocupa demasiado espacio ubicarlo u si recomiendo producto",1
"764",764,"si quieren verdad jeans vea mom pidan talla ma caso pedi talla quedaron perfectos calce cuerpo final jeans normal patas rectas u si recomiendo producto",1
"765",765,"comodo tome mal medida sobro base marca u si recomiendo producto",1
"766",766,"liviano buen porte facil usar buena potencia u si recomiendo producto",1
"767",767,"comodo alcanzo cubrir totalidad base cama revisar bien medidas u si recomiendo producto",1
"768",768,"facil usar buena calidad u si recomiendo producto",1
"769",769,"buen producto acuerdo valor u si recomiendo producto",1
"770",770,"buen producto u si recomiendo producto publicada originalmente sodimaccl",1
"771",771,"compre quedo grande ma estilo boyfriend mom",1
"772",772,"cumple todas espectatvas u si recomiendo producto",1
"773",773,"horno cumple die proveedor u si recomiendo producto",1
"774",774,"lindos comodos excelente relacion preciocalidad compre negro celeste veces asi compre quedaron bien suelto bien habrian quedado tambien tiro alto bien elasticados gruesos negro ma bien pantalones invierno ma mom strech recto pitillos u si recomiendo producto",1
"775",775,"buen producto excelente rendimiento perfecto buen tiempo entrega producto excelente servicio funciona dia hoy bien",1
"776",776,"regale papa diciembre enero funcionaba tratado recuperar factura medio disponibles posible quiero horno ideal marca",1
"777",777,"excelente producto preparar masas",1
"778",778,"permite regular temperatura barra facilidad tambien permite habilitar ambas cada barra calor separado superior inferior trae rejilla dos bandejas cocinar u si recomiendo producto",1
"779",779,"cocina implemento ideal uso espectacular",1
"780",780,"eficiente elegante uso diario u si recomiendo producto",1
"781",781,"compramos novios tenemod salio bueno recomendamos",1
"782",782,"puede decir cuantos cm talla ver si mucha diferencia normalmente si seran grandes u si recomiendo producto",1
"783",783,"encanto compre hacer panecito sur vivo montanas companero ideal",1
"784",784,"generalmente compre quedaran ma sueltos aun asi parecen pitillos pierna ancha quedaran sueltos deberia haber comprado",1
"785",785,"excelente colchon tenia ortopedic decidi renovarlo mismo version advance mejor desicion recomendable u si recomiendo producto",1
"786",786,"excelente producto buen tamano consumo electrico facil limpiar",1
"787",787,"buen producto eficiente buena calidad recomiendo absolutamente compre regalo matrimonio quede reina",1
"788",788,"comodo colchon dolor espalda desaparecio objetivo compra u si recomiendo producto",1
"789",789,"encanto horno totalmente agrado hago pollo caro rojas caliento pan funcionado bien meses comodo puedes instalar cualquier lugar ocupa espacio",1
"790",790,"llevo mes maravilla super suave comodo dormir recomendado totalmente",1
"791",791,"buen producto comodo dos bandejas ademas base s extrae limpiar",1
"792",792,"buen producto hace meses funciona maravilla",1
"793",793,"gusto compre donacion bingo beneficio gano ahora aprovecha maximo",1
"794",794,"u si recomiendo producto",1
"795",795,"comodo usar regale polola dicen comodo u si recomiendo producto",1
"796",796,"facil usar espacioso practico bonito",1
"797",797,"buen producto buena calidad recomendable",1
"798",798,"llego dia agendado problema surgio sacarlo plastico orillas viene humeda extrano plastico solo colchon",0
"799",799,"pesimo colchon duro mala calidad solo duro meses ahora esperando vengan retirar falabella pasa",0
"800",800,"recomiendo todas maneras alcanza temperatura deseada rapidamente distintos niveles calor mejor facil limpiar",1
"801",801,"conforme compra cumple plenamente todas preparaciones realizado u si recomiendo producto",1
"802",802,"producto calidad espacioso liviano trasnporte buena calidad recomiendo",1
"803",803,"comodos elasticacos encantaron",1
"804",804,"tres meses dejo funcionar lleve servicio tecnico arreglaron termostato similar funciona seguido decir prende apaga mucha frecuencia volvere comprar marca",0
"805",805,"maravilloso mejor enlozado facil limpiar encanto",1
"806",806,"pantalon lindo comodo cambiarlo talla problemas hacerlo compre retiro tienda demoro dos dias llegar u si recomiendo producto",1
"807",807,"encanto llevo dos meses horno ocupo dias caro verduras quedan punto bandejas sistema caigan mientras saca evita accidentes fondo curvo permite hacer pizza grandes redondas puede limpiar manera facil liviano espiedo funciona bkn simplemente ame recomiendo",1
"808",808,"u si recomiendo producto",1
"809",809,"intente comprarlo veces app siempre cancelaban compra finalmente comprar tienda especificamente sybilla stock realmente comodos jeans talla corresponde medidas cm cintura trasero compre talla quedan perfect negro poquito ma suelto azul super poca diferencia",0
"810",810,"super buen producto solo detalle timer mide tiempo suena suficientemente fuerte",1
"811",811,"blando hunde rigido u si recomiendo producto",1
"812",812,"buen producto hace ano funcionado super bien fondo ovalado bueno pones moldes fuentes ma grandes",1
"813",813,"ano quemaron barras resistencias funciona ma ademas servicio tecnico v region pesimo ut",1
"814",814,"compre jeans blanco tienda talla quedo suelto cintura asi cambiar celeste talla super comodo parece jeans mom arregle haciendole corte recto parte abajo quedo increible recomiendo si talla pidan talla quede ma ajustado cadera jeans celeste tela buena u si recomiendo producto",1
"815",815,"buen producto amplio facil usar spiedo funciona bien ideal masas caro recomiendo",1
"816",816,"compre julio hace seis meses fallo puerta cierra",0
"817",817,"buen producto tamano mismo microondas cumple",1
"818",818,"buenisima plancha verdad tira harto vapor",1
"819",819,"colchon papa quedo feliz comodo u si recomiendo producto",1
"820",820,"experiencia producto excelente puedo recomendar espacioso forma curva parte baja bandeja residuos ahorrativo consumo electricidad ocupado dos meses dulces caro ultimo siempre papel alusa cuidar manchar interior",1
"821",821,"mes haber comprado horno mientras cocinaba <U+00B0> vidrio puesta explota rompiendose mil pedazos decepcion",0
"822",822,"pesimo colchon duro mala calidad solo duro meses ahora esperando vengan retirar falabella pasa",0
"823",823,"buen producto precio conveniente tienda",1
"824",824,"lindo comodo tela elasticadalindo calse",1
"825",825,"encanto colchon sufro lordosis definitivamente super buena compra ademas grata sorpresa si mueves persona siente ideal si persona mueve noche finalizar emocion colchon viene funda lavable u si recomiendo producto",1
"826",826,"genial productorapidoseguro funcional conforme compra agradecida atencion",1
"827",827,"bueno calienta demasiado parte arriba u si recomiendo producto",1
"828",828,"comodo suficientemente alto quedan marcas hunde buen producto u si recomiendo producto",1
"829",829,"buenisimo horno cocina perfeccion facil uso recomendado u si recomiendo producto",1
"830",830,"talla corresponde encanto bonito combinable u si recomiendo producto",1
"831",831,"ahora bien aunque perilla tiempo parece bien sincronizada gran problema u si recomiendo producto",1
"832",832,"super comodo igual foto talla normal bonito puede usar dobles pie dejarlo ma largo",1
"833",833,"compre negro rigido llena pelusas tela",0
"834",834,"modelo ursus trotter asador tridente asar pollo u si recomiendo producto",1
"835",835,"buen producto momento funcionado ningufffdn problema cocinando maravilla u si recomiendo producto",1
"836",836,"u si recomiendo producto",1
"837",837,"llevo ma ufffd funciona bien recomiendo totalmente u si recomiendo producto",1
"838",838,"u si recomiendo producto",1
"839",839,"especifica trae veladores desarmados instalan cama cosa marca mismo nivel servicio si hacen solicitan pago extra armado buen servicio considerando valor ligero material veladores",1
"840",840,NA,0
"841",841,"creo falta potencia demora triturar super buena conveniente",1
"842",842,"u si recomiendo producto",1
"843",843,"buen producto u si recomiendo producto publicada originalmente sodimaccl",1
"844",844,"ma la calidad es pesima",0
"845",845,"excelente",1
"846",846,"u si recomiendo producto",1
"847",847,"lamentablemente elegi cama malas terminaciones mala calidad material debil horrible",0
"848",848,"u si recomiendo producto",1
"849",849,"compre modelo dos colores diferentes color azul oscuro talla azul claro talla lamentablemente llegaron tallas cambiadas realmente lamentable tiempos estan ir tienda cambiar productos cuanto modelo quedan bonitos comodos solo pude quedar color queria debido talla incorrecta u si recomiendo producto",1
"850",850,"u si recomiendo producto",1
"851",851,"compre azul talla super bonito unico malo quedan apretados ser mom fit u si recomiendo producto",1
"852",852,"u si recomiendo producto",1
