"palabra","positivo","negativo","sentimiento"
"La máquina es muy buena y fácil de usar, le pongo un 4 porque el recetario es súper malo, tuve que buscar recetas por mi propia cuenta y en youtube. Ocupo mayoritariamente el programa 8 para preparar masas, las deja super ricas.",1,2,0
"La máquina es muy cómoda para hacer el pan pero el único problema qué hay es que el pan no sube lo que corresponde",1,3,0
"la maquina funciona bien, siempre y cuando se siga al pie de la letra la receta, es silenciosa, super facil de usar, practica, solo que si se pierde la paleta no hay servicio tecnico en chile, se debe buscar alternativas y repuesto alternativo.
<U+2714> Sí, recomiendo este producto.",1,0,1
"La máquina funciona perfecto. Utilizo recetas tanto del recetario que trae, como también recetas disponibles en internet. La máquina es fácil de usar. Se debe considerar que el tamaño de la máquina es bastante grande.
<U+2714> Sí, recomiendo este producto.",2,0,1
"La máquina funciona super bien, siguiendo las recetas el pan queda perfecto.
<U+2714> Sí, recomiendo este producto.",1,1,0
"la maquina muy buena... primer pan que hice fue el pan franc<U+FFFD>s, segu<U+FFFD> una receta en youtube ya que las que trae la maquina no me da confianza ...La recomiendo una excelente comprar &#128402;
<U+2714> Sí, recomiendo este producto.",2,2,0
"La máquina no se puede hacer bien el pan no cumple la espectativa de lo que dice el manual lo más básico que s hacer el pan se demora 3 a 4 horas aunque pongas el tiempo. No me gusto para los que hacemos pan a mano y quieres facilitar el trabajo no lo hace",5,1,1
"La máquina para hacer pan saca mucho de apuro sobre todo por la situación de cuarentena que muchos vivimos, en tan solo 3 horas tienes un pan que puede durar varios días sin problema, también puedes solo hacer la masa y luego le das la forma que desees en un horno tradicional, nosotros ya habíamos comprado una con anterioridad, pero tenía al rededor de 10 años y de un día para otro dejo de funcionar, así que sin pensar tanto compramos esta y ningún problema, muy contentos con la compra.
<U+2714> Sí, recomiendo este producto.",4,3,1
"La maquina, es muy práctica y sencilla de usar, hay que leer y ocupar la misma cantidad de ingredientes que tiene el recetario, acá le agregamos una semillas a parte para que sea más sano, hasta ahora hemos ocupado pura harina integral y quedan perfectos, la dejamos programada y cuando nos levantamos en la mañna esta el pan fresco y calentito para comerlo con mantequilla. Ha funcionado perfecto y las masas para pizza quedan fenomenal.
<U+2714> Sí, recomiendo este producto.",6,2,1
"La mayoría de mis electrodom son Thomas, muy buenos, lamentablemente este horno no cumple, es muy mut liviano, poca firmeza para sacar la rejilla, no puedo hacerlo con las dos manos porq el horno se viene encima. Si pudiese cambiarlo lo haria.gracias
Publicada originalmente en sodimac.cl",3,2,1
"La mejor ayuda en estos tiempos de pandemia, te ayuda a hacer pan de molde, amasa por ti para hacer pan amasaso, marraquetas, pan de completos, etc..
Hace queque, aunque aun no he probado me encantaria hacer mermelada!
La ame, lejos la mejor compra!!
Creo que he hablado de lo buena que es, que ya he comprado 2 para amigas mias
<U+2714> Sí, recomiendo este producto.",4,2,1
"La mejor compra de ésta pandemia. Excelente calidad. La recomiendo
<U+2714> Sí, recomiendo este producto.",1,1,0
"La mejor compra en pandemia, la amo",0,1,0
"La mejor compra para cocinar, pica perfecto verduras yo escojo la intensidad y tamaño en que deja las verduras, ahorras bastante tiempo al picar con solo un botón, la probé picando carne y funcionó perfecto. me encanta!",2,1,1
"La mejor compra, buen sonido y buena calidad con respecto al precio
<U+2714> Sí, recomiendo este producto.",0,0,0
"La mejor impresora por lejos tengo las mejores fotos y pude decorar la puerta de mi living",0,0,0
"La mejor inversión de los últimos años. Realmente maravillosa la máquina y el pan nos resultó desde el primer día. Totalmente recomendable.",1,1,0
"La mejor inversión es un mac, libre de virus y jamás se queda pegado
<U+2714> Sí, recomiendo este producto.",0,1,0
"La ocupé un día y decidí devolverla, se demora más de tres horas, el pan no sube y eso que leí el manual completo, lo vi por YouTube y no encontré soluciones.",1,1,0
"La panadera respecto al funcionamiento muy bien, el tazón donde se hace el pan si es muy pequeño para lo grande que se ve el aparato.
Publicada originalmente en falabella.com.co",0,2,0
"La parte superior parecía estar bien pegada a la suela cuando las recibí pero tras ponermelas solo durante medio día observé un agujero entre ambas piezas. No venían tan bien pegadas como pensaba.
Publicada originalmente en reebok.com",2,0,1
"La peor compra que he realizado. La compré para batidos de Proteina, y gotea por todos lados. La tapa con las cuchillas tiene pequeños agujeros que dejan caer los líquidos, no cierra hermetico y a la hora de batir, escurre incluso dentro de la máquina.",1,3,0
"La primera semana la ocupé todos los días, es justo lo que detallan acá. Super recomendada, es para 1 o 2 porciones como máximo por tanda.
<U+2714> Sí, recomiendo este producto.",2,0,1
"La prueba fue con las papas, quedaron crujientes en 20 minutos. Solo es para una porción eso si, sirve para una o dos personas. Hay que lavarlo la primera vez para que no quede la comida con olor a plástico lean las instrucciones y hay que mover lo que se está cocinando (igual como si estuviera en un sartén) nada malo que decir por ahora esperemos dure mucho tiempo! Ojo ordene para retirar en tienda y se demoro 10 días después de lo indicado. El despacho a domicilio está pésimo.
<U+2714> Sí, recomiendo este producto.",3,5,0
"la raja, es chiquita pero cumple con su funcion. Ideal para 2 personas",0,0,0
"La recomiendo 100% , la ocupe hoy, excelentes papitas fritas y nuggets de pollo....menos de 1 cucharadita de aceite directo en las papas....crujientes
<U+2714> Sí, recomiendo este producto.",0,0,0
"LA RECOMIENDO ABSOLUTAMENTE, ES MUY FÁCIL DE USAR Y EL PAN QUEDA PERFECTO SIGUIENDO LAS INDICACIONES DEL RECETARIO.
SE PUEDE PROGRAMAR EN LA NOCHE Y EN LA MAÑANA EL PAN ESTÁ LISTO PARA EL DESAYUNO.",2,2,0
"La resolución de la pantalla es de 1440x900 pixeles.
<U+2714> Sí, recomiendo este producto.",0,0,0
"La talla 40 parece 36 son muy chicos, son rectos y muy duros no los recomiendo para nada, los tuve que devolver",0,2,0
"La talla 48 corresponde pero solo el azul 1 ya que el negro es mas chico, no estiran y el color con los lavados se mantiene, la verdad le doy 5 estrellas porque quede muy conforme con mi compra",1,4,0
"la talla corresponde, me encanto es muy bonito y combinable
<U+2714> Sí, recomiendo este producto.",1,1,0
"La talla corresponde, soy 36 y el calce de cintura es perfecto. Queda hermoso. Compré el azul! Es elasticado.
<U+2714> Sí, recomiendo este producto.",1,0,1
"La talla del negro no corresponde encargué 42 y realmente es 38 muy pequeño.",0,4,0
"La talla encaja muy bien. Lindos y buena tela
<U+2714> Sí, recomiendo este producto.",0,1,0
"La talla es correcta es súper elasticado y me quedo tiro alto. Es al tobillo no tan largo.
<U+2714> Sí, recomiendo este producto.",0,1,0
"La talla es exacta!! Me encantaron!!
<U+2714> Sí, recomiendo este producto.",0,0,0
"La talla es la adecuada, sin embargo parecen leggins y no jeans",0,1,0
"La talla es la correcta (un poco grande) pero no son estilo MOM, así que novan a quedar oversize ni se van a ver más anchos. Yo ocupo talla 38 y me quedaron como jeans normales rectos...",2,0,1
"La talla es la de siempre , muy elástica do
<U+2714> Sí, recomiendo este producto.",0,1,0
"La talla es más grande de la que pides el 40 es 42 o 44 Sobra de todos lados...",0,0,0
"La talla es más grande(normalmente soy 38) y me quedaron grandes, además el material no me gustó. En el negro se nota mucho que se le pegan pelusas, pelos etc. Respecto al color celeste tengo mejor opinión porque no se nota cuando se le adhieren pelusas",1,3,0
"La talla queda bien, pero se trasluce mucho!",0,0,0
"La tela de jeans muy buena calidad, son muy bonitos, me encantan!",0,1,0
"La tela del pantalón es gruesa, el estilo es mom strech, tiene buen calce aún que si recomendaría una talla menos hasta ahí perfecto, pero de verdad que es un problema las pelusas, yo no tengo mascota pero se llenó de esas pelusitas del ambiente",4,1,1
"La tela es bastante buena a primera impresión, son tiro alto y elasticado. En color negro hay que pedir una talla más, en azul oscuro es normal de hecho me quedó un poquito suelto.
<U+2714> Sí, recomiendo este producto.",1,4,0
"La tela es de muy buena calidad, compre el de color negro y no se destiñe fácilmente, eso me pareció muy bueno ya que lo utilizo para trabajar y por la pandemia lo lavo más de una vez a la semana
<U+2714> Sí, recomiendo este producto.",3,5,0
"La tela es elasticada, así que podría pedirse una talla menos, yo me pedí una talla 38 y quedó bastante holgado, aunque los mom lo son, así que fue buena compra.",2,0,1
"La tela es gruesa y elasticada, tiene calce perfecto! Se ve muy bonito y es tal cual como aparece en la imagen
<U+2714> Sí, recomiendo este producto.",1,1,0
"La tela es gruesa, define la silueta súper bien y son cómodos. Es mi estilo favorito de jeans
<U+2714> Sí, recomiendo este producto.",2,0,1
"la tela es gruesa, muy lindo. Es un elastico asi que pide una talla menos! pero es tal cual a la foto
<U+2714> Sí, recomiendo este producto.",1,1,0
"La tela es ideal para estos días helados, el blanco no se trasluce, aaauunque yo era 34 y con la cuarentena :p subí a 38 y compre 36 por los comentarios y creo que me hubiera quedado perfecto el 34, lo recomendaría? Sip, pero solo si te gustan y te quedan bien este tipo de modelos mom
<U+2714> Sí, recomiendo este producto.",4,0,1
"la tela es más gruesa que otros modelos Sybilla al menos el azul oscuro, soy 40, pedí 42 por los comentarios, igual me quedó chico, debí pedir 44 :S",0,0,0
"La tela es moderadamente elasticada pero comoda, lo malo es que es MUY skinny porque compré una talla más y aún así me quedó algo ajustado de muslos y gemelos, aún así el color es muu lindo tal cual a las imágenes
<U+2714> Sí, recomiendo este producto.",2,2,0
"La tela es muy elasticada, los mom jeans son tiesos, estos se amoldan a la figura y las piernas quedan sueltas, resultando una forma diferente a los mom jeans. La cintura es muy grande.",1,1,0
"La tela es semi gruesa y elasticada. Suelo ser 38 en Sybilla así que pedí esa talla y me quedo bien, sin embargo si buscas que te quede un poco suelto debes pedir una talla más.
El largo está bien, mido 1,70 y cubre mis tobillos.
<U+2714> Sí, recomiendo este producto.",1,2,0
"La tela es súper rica elasticada, compre mi talla de siempre 38, pero el tiro es medio no alto como dice ahí /:",0,1,0
"La tela es un poco gruesa, es firme pero tiene buen nivel de elastizado... No se le pegan las motitas que es lo usual en los jeans negros.",4,0,1
"La tela no es delgada como creía, soy talla 44, pero según los comentarios anteriores compre una talla menos y estuvo bien la talla 42",0,0,0
"La tela no es elasticada, yo casi siempre soy una talla 36, pero al ser skinny lo hace más pequeño, así es mejor elegir una talla más.",1,0,1
"La tela no es jeans pero es elasticada, me compré la talla regular que soy (que es 40) y no queda como un mom jeans, solo queda como un pantalón regular. Es bonito igual pero no es lo que esperaba aunque el precio está bien.",1,0,1
"La tengo hace 1 semana y me cambió la vida, es de gran ayuda. La recomiendo. Es un robot fantástico.
<U+2714> Sí, recomiendo este producto.",2,0,1
"La tengo hace dos meses y ningún problema.. Es económica!
<U+2714> Sí, recomiendo este producto.",0,1,0
"La tengo hace más de 4 años. Se corto la banda elástica. Es fantástica esta máquina. Uno ahora no sigue recetas las hago yo misma con las cantidades e ingredientes. Estoy comprándome ahora una nueva. Ya no puedo estar sin ella. 100% recomendable de verdad!!
<U+2714> Sí, recomiendo este producto.",2,0,1
"La tengo hace mas de un año, excelente compra, pan queda muy bueno, hay que saber y conocer los programas para hacer otro tipos de masa. Pero el pan queda espectacular. Buena maquina por él precio y calidad.
<U+2714> Sí, recomiendo este producto.",5,2,1
"La tengo hace un año y he impreso muchas fotos y aun me queda la mitad de la tinta original, son de buena calidad.
Mi única crítica es que el vendedor me dijo que no era necesario usarla constantemente para evitar que se seque la tinta en los inyectores y eso es mentira, siempre hay que imprimir algo al menos una vez al mes.
<U+2714> Sí, recomiendo este producto.",0,5,0
"La tengo hace un año y la compre porque mi hermana tiene el modelo antiguo hace mas de 10 años y le salio igual de buena...ahora en tiempos de Pandemia se valora mucho mas...
<U+2714> Sí, recomiendo este producto.",1,2,0
"La tengo hace un par de días y me sorprendió, todo queda como si lo hubieras freído, el único pero es que sólo puedes hacer 2 porciones aprox a la vez pero todo lo demás muy bien
<U+2714> Sí, recomiendo este producto.",2,1,1
"La tengo hace varios meses, es buena cumple su función pero es máximo para 2px, ideal comprarla en oferta <40
<U+2714> Sí, recomiendo este producto.",1,0,1
"La tengo hace ya 2 años y a sido una de las mejores inversiones que hecho, le saco el jugo con las masas. Es fácil de limpiar, no es plástica por fueraa diferencia de las otras que existen en el mercado, el. Pan y queques quedan mortales, tiene muchos programas y hasta uno para hacer. Mermelada. De verdad la amo!
<U+2714> Sí, recomiendo este producto.",4,1,1
"La tengo!! Y no hemos vuelto a comprar pan!! Estamos felices!! Es muy buena!!!
<U+2714> Sí, recomiendo este producto.",0,2,0
"La tinca con la que viene no dura nada, los cartuchos de tinta comprados son caros y duran poco. Su mecánica falla al tomar hojas o al imprimir las hojas se caen. Claramente el bajo valor lo ganan posteriormente con las tintas.",2,2,0
"La tinta es de 2 ml dura 70 hojas, lo mínimo es que viniera con una xl.",0,0,0
"La tuve un mes se pegaba el botón y se derrama el líquido y se quemo",0,0,0
"La use 3 veces y salia humo del motor creo que se quemo , tengo otra somela hace 3 años y nada funciona perfectamente hasta ahora , n",0,2,0
"La use por primera vez, seguí las instrucciones y obtuve un pan delicioso, hice el integral. Crujiente por fuera y esponjoso por dentro. Realmente me encantó. Fácil de usar y es muy silenciosa. Fácil de limpiar. 100 %
recomendable. Cinco estrellas!!!!",5,5,0
"La use solo para moler papilla para guagua y se derritio",0,0,0
"La use solo por un año y la bateria duraba cada vez menos, luego se me bloqueo por pasar fotos de un celular a la mac. Encontrar un servicio técnico autorizado apple en Rancagua fue imposible. No la recomiendo",2,2,0
"La usé una vez para hacer humus y murió",1,0,1
"La use una vez y sale error y no se puede resetear, es nueva.
Publicada originalmente en falabella.com.co",0,2,0
"La use una vez y se filtro el agua, mala.",0,0,0
"La uso a diario ,debes comprar una pesa para q los cálculos sehan justos, no me guío x el recetario busqué vídeos en internet y tengo mis preferidos que repito más .La primera máquina q compré no cocía el pan pero me la cambiaron sin ningún problema en la tienda de los Angeles.
<U+2714> Sí, recomiendo este producto.",2,2,0
"La uso a diario hace ya 6 meses. Excelente producto",2,0,1
"La uso a diario y funciona a la perfecci<U+FFFD>n. F<U+FFFD>cil de lavar, cumple con el prop<U+FFFD>sito. 100% recomendada.
<U+2714> Sí, recomiendo este producto.",1,0,1
"La uso mucho, me salva siempre: hamburguesas, pollo, etc. Los nuggets quedan de restaurante y las papas fritas tb. La capacidad es poca pero para 2-3 personas está increíble x el precio, súper fácil de usar y lavar, la recomiendo
<U+2714> Sí, recomiendo este producto.",1,0,1
"La verdad al comienzo decepcionado. Pero vi unos tutoriales y hoy el resultado es fantástico. No compro más pan, sólo harina (1/2 kg) y levadura (2 cucharadas), una de azucar una de sal, y un tazón de leche y estamos! Muy buenos resultados.
<U+2714> Sí, recomiendo este producto.",2,3,0
"la verdad de todos los pantalones que tengo de sybilla este me encanto! eso si pide una talla menos
<U+2714> Sí, recomiendo este producto.",2,0,1
"La verdad es que esta es una recomora, ya que tengo versiones anteriores de las Epson con sistema continúo y desde siempre me han gustado mucho, además porque es fácil encontrar los repuestos de tinta.",1,0,1
"La verdad es que lo compre para mi hijo y sus clases online y trabajos de el, la verdad el año pasado la pasamos muy mal con el compu q teníamos, hasta el momento bien, expedito es solo una semana pero es un stress menos.
<U+2714> Sí, recomiendo este producto.",1,5,0
"La verdad es que los compré sin ninguna gran expectativa por los comentarios, pero me quedaron bien, la talla corresponde y tienen buen calce (celeste y azul oscuro)",3,0,1
"La verdad es que me esperaba el volumen un poco mas alto pero igual me encantaaa, lo he estado usando por 3 días y se escucha muy bien y todavía no se me acaba la batería",3,3,0
"La verdad es que nunca me había comprado un jeans sibylla y la verdad este modelo me gustó mucho pidan una talla menos o les quedara grande me base en comentarios anteriores para escoger la talla y me quedaron perfectos ñ, ya que son elástica dos
<U+2714> Sí, recomiendo este producto.",2,0,1
"La verdad es que son muy lindos y todo incluso hasta elásticados pero NO SON MOM como dicen quedan como unos pantalones normales (pitillos)",1,1,0
"La verdad es que soy talla 44 y compre el celeste en 42 siguiendo los comentarios que leí, me cierra pero me apretá mucho, espero que se suelte como dicen, se ven muy lindos puestos, comprare el azul y el negro.
<U+2714> Sí, recomiendo este producto.",2,4,0
"La verdad lo encontré normal, la tela se siente rara espero que me dure. No tiene muy buen aspecto, pedí el azul oscuro y me llego el azul claro por tema de la cuarentena decidí quedármelo. Pendiente a la hora de seleccionar porque me salía el azul claro en la foto pero el nombre del color era el del oscuro e igual se equivocaron.",1,1,0
"La verdad me sorprendió este jeans , es muy lindo!!!! la mezclilla no es delgada y además es pitillo y a la cintura ,lo recomiendo al 100% , super satisfecha con mi compra.
<U+2714> Sí, recomiendo este producto.",2,1,1
"La verdad no le confiaba a la marca, pero leyendo los buenos comentarios que tenía y por el valor la compré. Estoy feliz y la recomiendo totalmente, las papas fritas quedan deliciosas, pero mejor aún encuentro las papas duquesas. La he usado sin aceite y sólo con estos dos productos.",4,1,1
"La verdad parece pequeña pero no lo es, si se compara con una más grande no hay mucha diferencia en su interior, es muy rápida y fácil de usar. Hay que ir probando los diferentes tiempos y temperatura de algunas preparaciones dependiendo el gusto que cada uno tenga para sus alimentos. Estoy muy feliz por su calidad y precio!!
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en falabella.com.co",4,1,1
"la verdad que el equipo lo recibi aproximadamente hace 2 dias,y tiene fallas aparentes,no me enciende el led de carga,no reconoce la bateria,el ventilador funciona sin parar,pero puede ser un error de fabrica",1,3,0
"La verdad que es de un manejo fácil pero eficiente y con la garantía de llevarlo donde quieras
<U+2714> Sí, recomiendo este producto.",2,0,1
"La verdad son hermoso he sido talla 40 toda la vida, me pedi la 40 y me quedaron sueltos de cintura,no sé si recomendaría una talla menos pero igual ojo con eso, le tiende que hacer unas piezas
<U+2714> Sí, recomiendo este producto.",3,0,1
"Lamentablemente compre dos y me duro la nada mismo menos de un mes, lamentablemente no lo use de inmediato para poder cambiar o que me devolvieran mi dinero ahi las tengo de adorno.",1,2,0
"Largo ideal para mi estatura.Solo se translucen un poco.Pero usando un calzón blanco quedan perfectos.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Las 3B. Cumple 100% mis espectativas. Recomendable totalmente.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Las dimensiones del producto son incorrectas es más pequeño de lo indicado (47x28/29) pero estéticamente bueno
Publicada originalmente en sodimac.cl",3,0,1
"Las instrucciones son muy poco didácticas. Terminé buscando en youtube como hacer pan en otra máquina. Recomiendo tenerle paciencia.
<U+2714> Sí, recomiendo este producto.",3,2,1
"Las papas quedan súper y sin nada de aceite, la amo
<U+2714> Sí, recomiendo este producto.",0,1,0
"Las papas salen perfectas, sin una sola gota de aceite!!
Publicada originalmente en falabella.com.pe",0,2,0
"las tallas del jeans son mas pequeñas al que debería ser,la talla M definitivamente es una S ,ahora hay que hacer el largo tramite de cambiarlo .",2,0,1
"Le compré el negro a mí hija, le encantó así que le compré el azul y está feliz .
Buena calidad y no son apitillados lo mejor dice mi hija ya que son muy cómodos de usar
<U+2714> Sí, recomiendo este producto.",3,4,0
"Le da vida al iPad, lo uso en un ipad 7ma generación (10.2)
<U+2714> Sí, recomiendo este producto.",0,0,0
"Le doy 5 estrellas porque cumple totalmente con su objetivo. Siguiendo las instrucciones el pan queda perfecto, nada que decir. Si bien la máquina ocupa un buen espacio, vale la pena tenerla. Se nota que los materiales son bastante buenos. 100% recomendable.
<U+2714> Sí, recomiendo este producto.",4,3,1
"Le regalé una a mi hija y se filtraba toda , nunca la pudo usar y la mia alcancé a hacer 3 batidos y se quemó.",2,0,1
"le tenia poca fe por el precio pero la ame, es facil de limpiar y quedan perfectas las papas, he hecgo tofu frito, pizza, hamburguesas. etc
<U+2714> Sí, recomiendo este producto.",2,0,1
"Lee el manual por internet googleando la marca y el modelo generalmente está en PDF
<U+2714> Sí, recomiendo este producto.",1,0,1
"Leí comentarios acerca de la mala calidad del producto, discrepo completamente. Rica la tela, uso lavadora y secadora siempre y la tela sigue impecable, obvio ... siempre con suavizante. Además es tiro alto. Lo recomiendo 100%
<U+2714> Sí, recomiendo este producto.",5,1,1
"Leí comentarios de comprar una talla más grande, soy 38-40 y pedí 40, me quedaron muy grandes. Tuve que ir a la tienda a cambiar por una talla menos y quedaron perfectos
<U+2714> Sí, recomiendo este producto.",1,1,0
"Leí los comentarios y compré una talla más, quedan súper bien ajustados, son gruesos, me encantaron. Muy cómodos.
<U+2714> Sí, recomiendo este producto.",0,1,0
"Leí muchos comentarios para poder saber qué talla comprar. Estaba reacia a comprar una talla menos, a pesar de que muchas lo recomendaban, así que elegí la talla que suelo usar normalmente, 38, en el jeans azul y me quedó perfecto. Les aconsejo comprar la talla que usan habituamente. El jeans es tiro alto, tapa el ombligo y es sueltito abajo, el color de la tela es precioso.
<U+2714> Sí, recomiendo este producto.",4,2,1
"Leí todos los comentarios antes de comprarla y me arriesgué, en cuanto me llegó hice varitas de merluza. Quedaron excelentes, cero olor, cero aceite, doraditas, excelente!! Hasta el momento nada que decir. Feliz con mi freidora de aire y a un muy buen precio!!!! Siga las instrucciones de uso como corresponde y no va a tener inconvenientes. Recomendado!
<U+2714> Sí, recomiendo este producto.",2,4,0
"Leí varios comentarios que recomendaban tallas menos y no, si quieres que te quede como mon compra tu talla normal y dará buen calce... soy talla 36 y mido 160, para las que preguntaban el largo, a mí me quedó justo...pero lo uso a la cintura.
<U+2714> Sí, recomiendo este producto.",1,0,1
"lejos la mejor impresora rapida y muy eficaz la recomiendo y el consumo de tinta es relativamente baja y la calidad de fotos es buena me gusto la mejor inversion",2,1,1
"Lejos lo mejor, ahora puedo ver películas y series desde la comodidad de mi habitación.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Ligero
<U+2714> Sí, recomiendo este producto.",0,0,0
"Linda, pequeña y cumple con las funciones deseadas, es demasiado facil de instalar me sorprendió.",0,0,0
"Lindo calce. Y modelo buen producto es a la cintura
<U+2714> Sí, recomiendo este producto.",2,0,1
"lindo calze, es cómodo, todo bien. Pero es imposible sacar las pelusas, se pegan demasiado.",1,1,0
"Lindo diseño, quedan hermosos puestos, resistentes, buena tela y super economicos
<U+2714> Sí, recomiendo este producto.",1,0,1
"Lindo el diseño, solo que pedí un color más oscuro con otro diseño en pierna y me llegó color claro... Muy rápida entrega!!! :)
<U+2714> Sí, recomiendo este producto.",2,1,1
"Lindo jeans mezclilla elasticado, suelo usar 38 y compre esa talla . Me quedaron perfectos.
Son un poco más cortos abajo ,tiro alto y más ajustado al cuerpo .
Esperaba un jeans un poco más suelto (mom) pero bueno. momstreach , megan .
<U+2714> Sí, recomiendo este producto.",4,2,1
"lindo jeans, pedi talla 40 porque me guie por los comentarios y si muy asertivo yo soy talla 38 y la talla 40 me quedo perfecta, cumplio mis expectativas.",1,1,0
"Lindo modelo, pero no es elasticados, son muy rigidos.
<U+2714> Sí, recomiendo este producto.",2,1,1
"Lindo producto, barato, no ocupa tanto espacio y lo mejor calienta arto a los 250 grados
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",2,1,1
"Lindo queda muy bien aunque un poco apretado .pero creo q al usarlo cedera un poco pero la hechura muy linda .tiro alto .normal
<U+2714> Sí, recomiendo este producto.",1,2,0
"Lindo, buen calce. Como dicen los demás comentarios, ojala pedir una talla menos (al menos en el de color negro). Lo que sí OJO la tela es de esa que se le pega todo!!! Lamentablemente, es un muy lindo jeans pero a cualquier parte que voy o cuando lo lavo, se llena de peluzas o lo que sea.",1,5,0
"Lindos !! Soy 38 y pedí talla 36 quedan perfectos y más bien apretados, recomendables
<U+2714> Sí, recomiendo este producto.",0,0,0
"Lindos y cómodos buena calidad envío rápido",0,0,0
"Lindos y cómodos. Excelente relación precio-calidad. Compre negro y celeste. Soy 38, a veces 40, así que compre 38 y me quedaron bien, algo suelto pero para mi está bien. Los 36 me habrían quedado también. Son tiro muy alto, bien elasticados y gruesos, sobre todo el negro. Son más bien pantalones de invierno. Más que mom, son strech, rectos, no pitillos
<U+2714> Sí, recomiendo este producto.",3,5,0
"Lindos, calce perfecto, muy cómodos.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Lindos. Yo lo pedí en talla 34 en color celeste y negro, el celeste es un un poco mas grande que el negro. Les recomiendo pedir 1 o 2 tallas mas porque yo los tuve que cambiar porque me apretaba mucho el tobillo
<U+2714> Sí, recomiendo este producto.",1,3,0
"Linndo calce, pero lo pedí en oscuro y me llego en claro :/",0,0,0
"Liviano , fácil de utilizar, excelente herramienta de trabajo .",3,0,1
"Liviano , rápido ideal para is clases ón line
<U+2714> Sí, recomiendo este producto.",0,0,0
"LIVIANO LO MEJOR SIN CABLES GRAN RENDIMIENTO Y CALIDAD
<U+2714> Sí, recomiendo este producto.",0,0,0
"Liviano y bonito
<U+2714> Sí, recomiendo este producto.",0,0,0
"Liviano y dura ene la batería...muy buen equipo
<U+2714> Sí, recomiendo este producto.",0,1,0
"Liviano y potente, especial para estudiantes de ingeniería
<U+2714> Sí, recomiendo este producto.",2,0,1
"Liviano, cabe poca porción de comida pero es excelente
<U+2714> Sí, recomiendo este producto.",2,0,1
"Liviano, cómodo las 100000 estrellas
<U+2714> Sí, recomiendo este producto.",0,0,0
"Liviano, cómodo! Fácil de trasladar, una calidad superior! Procesador impecable! Utilizando AirDrop, activo Bluetooth y puedo pasar documentos, fotos desde mi iPhone en segundos, y muchas cosas más! me encanta! Vale la pena:)
<U+2714> Sí, recomiendo este producto.",4,1,1
"Liviano, fácil de transportar y muy como de usar
<U+2714> Sí, recomiendo este producto.",0,1,0
"Liviano, la batería tiene una duración buenísima
<U+2714> Sí, recomiendo este producto.",0,0,0
"Liviano, pequeño, fácil de instalar. Relación precio-calidad muy bueno.
<U+2714> Sí, recomiendo este producto.",3,1,1
"Liviano, practico y cumple muy bien para lo que fue creado
<U+2714> Sí, recomiendo este producto.",0,3,0
"liviano, rápido y excelente sonido!!!
<U+2714> Sí, recomiendo este producto.",1,0,1
"Livianp, bonito y cumple super bien su función de calentamiento, un muy buen regalo para mamá
<U+2714> Sí, recomiendo este producto.",3,3,0
"Llegaron antes de la fecha... Los tengo hace un ratito, se escuchan super bien... Para el Precio están muy buenos... Lo único que no entiendo es porque parpadea la luz azul en la cajita donde se cargan.. Pero lo demás todo bien <U+2764><U+FE0F>
<U+2714> Sí, recomiendo este producto.",1,1,0
"Llegó a la fecha establecida , Excelente producto , recomendado",1,0,1
"Llegó a tiempo y es muy bonito, hay que comprarse la talla que uno es, no una menos
<U+2714> Sí, recomiendo este producto.",0,1,0
"Llego al día hábil siguiente, perfectamente.
Y para lo poco que realmente lo deseaba utilizar,me quedó bueno.
<U+2714> Sí, recomiendo este producto.",3,0,1
"Llego antes de lo esperado y en perfectas condiciones",0,0,0
"Llego antes de lo esperado, es un equipo muy rápido y con lindas gráficas! Recomendado!
<U+2714> Sí, recomiendo este producto.",0,1,0
"LLegó antes de lo programado. Ha funcionado muy bien.
<U+2714> Sí, recomiendo este producto.",0,3,0
"Llego antes de tiempo, es cómodo y la talla me quedo super.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Llegó correctamente en la fecha indicada. Se conectó fácilmente al computador (que es para lo que lo utilizo). Viene con su cable de carga y cuna para cargar. Buen detalle las diferentes gomas para adaptar tamaño de tu conducto auditivo.
<U+2714> Sí, recomiendo este producto.",3,1,1
"Llegó dañado",0,0,0
"Llego dentro de la fecha, Aunque pedi otro azul, igual me gusto!
Muchas gracias.
<U+2714> Sí, recomiendo este producto.",1,0,1
"llego dentro del plazo indicado, facil de instalar y programar, cuesta un poco configurar su conexion wi-fi, pero nada dificil con algunos consejos en youtube. su velocidad no es la mejor, pero para tareas de casa y colegio, es suficiente. buena calidad de impresion.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Llegó después de mes casi 2 meses, llamando todos los días a Falabella, nadie sabía dar una respuesta clara. De tanto insistir llegó.
Por lo menos llegó en buen estado y sin problemas, pero lamentablemente esto es pura suerte.
<U+2714> Sí, recomiendo este producto.",9,0,1
